gvkey;name;factiva_name;factiva_code
18171;NEW HOME CO INC;The New Home Company LLC;NWHOMZ
18172;ONCONOVA THERAPEUTICS INC;Onconova Therapeutics Inc.;ONCONT
18173;EVOKE PHARMA INC;;
18177;RETAILMENOT INC;RetailMeNot Inc.;WHLSHK
18184;NATIONAL GENERAL HOLDINGS CORP;National General Holdings Corporation;GMACI
18241;FIRST COMMONWEALTH FINANCIAL COR;;
18246;K C G HOLDINGS INC;;
18270;MARRONE BIO INNOVATIONS INC;Marrone Bio Innovations Inc.;MRBIOP
18271;YUME INC;YuMe Inc.;YUMEIU
18276;FIRST FINANCIAL CORP IN;;
18291;CONTROL4 CORP;;
18306;SANTANDER CONSUMER USA HLDGS INC;;
18307;FIRST LONG ISLAND CORP;;
18315;INTREXON CORP;Intrexon Corp.;GENOMT
18320;FOX FACTORY HOLDING CORP;Fox Factory Holding Corp.;FXFI
18322;CVENT INC;Cvent Inc.;CVNTI
18329;FIRST BUSEY CORP;First Busey Corporation;FIRBUS
18339;CLUBCORP HOLDINGS INC;ClubCorp Holdings Inc;CCOAM
18358;FIRST UNITED CORP;First United Corp Maryland;FUNIT
18386;STRAIGHT PATH COMMUNICATIONS INC;Straight Path Communications Inc.;IDTSPE
18392;CAROLINA FINANCIAL CORP;Carolina Financial Corp.;HFSBSC
18424;LIPOCINE INC;Lipocine Inc.;MARHV
18430;FIVE PRIME THERAPEUTICS INC;Five Prime Therapeutics Inc.;FPRITI
18465;ANTERO RESOURCES CORP;Antero Resources Corporation;ANTERC
18469;FOUNDATION MEDICINE INC;Foundation Medicine Inc.;FNDTMD
18487;FIREEYE INC;FireEye Inc.;FIREEI
18498;MURPHY USA INC;Murphy USA Inc.;MRPHUA
18509;IDEAL POWER INC;Ideal Power Inc;IDPCIN
18510;ACCELERON PHARMA INC;Acceleron Pharma Inc.;ACCLPI
18533;HORIZON BANCORP IND;;
18549;CLEARONE COMMUNICATIONS INC;ClearOne Inc;GENEC
18556;CHEGG INC;Chegg, Inc.;COQQYQ
18561;BENEFITFOCUS INC;Benefitfocus Inc.;BCOINC
18564;APPLIED OPTOELECTRONICS INC;Applied Optoelectronics Inc;APLOPT
18572;OPHTHOTECH CORP;;
18578;RE MAX HOLDINGS INC;Re/Max Holdings Inc.;REMAKS
18584;ROCKET FUEL INC;Rocket Fuel Inc.;ROCFUI
18624;PREMIER INC;Premier Inc.;PRMHA
18629;L G I HOMES INC;;
18630;RINGCENTRAL INC;RingCentral Inc;RINGZZ
18635;FIDELITY & GUARANTY LIFE;Fidelity & Guaranty Life;FDGRLF
18654;HARDINGE INC;Hardinge Inc;HBMTI
18658;MACROGENICS INC;MacroGenics Inc;MACGNS
18660;E P ENERGY CORP;;
18675;BURLINGTON STORES INC;Burlington Stores Inc.;BCFWC
18677;PATTERN ENERGY GROUP INC;Pattern Energy Group Inc.;PAEGLP
18683;SCIENCE APPLICATIONS INTL CORP;;
18689;VEEVA SYSTEMS INC;Veeva Systems Inc.;VONDEI
18732;LAKELAND FINANCIAL CORP;Lakeland Financial Corp;LAKELA
18749;AERIE PHARMACEUTICALS INC;Aerie Pharmaceuticals Inc.;AERIPI
18779;CAPITALA FINANCE CORP;Capitala Finance Corp.;CPTFCZ
18838;BARRACUDA NETWORKS INC;Barracuda Networks Inc;BARNET
18839;POTBELLY CORP;Potbelly Corp.;POTBSW
18842;CONTAINER STORE GROUP INC;The Container Store Group Inc.;CNTSTR
18872;TWITTER INC;Twitter Inc.;TWNIT
18878;GLYCOMIMETICS INC;GlycoMimetics Inc;GLYCMI
18899;TANDEM DIABETES CARE INC;Tandem Diabetes Care Inc.;CRRSQQ
18925;TREVENA INC;Trevena, Inc;TVAINC
18929;CELLADON CORP;Eiger BioPharmaceuticals Inc.;CLLDNC
18930;KARYOPHARM THERAPEUTICS INC;Karyopharm Therapeutics Inc;KRYTHI
18936;VITAL THERAPIES INC;Vital Therapies Inc.;VTLTI
18938;XENCOR INC;Xencor Inc;XNCOR
18947;VERACYTE INC;Veracyte Inc.;VERACY
18975;NIMBLE STORAGE INC;Nimble Storage Inc.;NIMBST
18976;RELYPSA INC;Relypsa Inc.;RELYPI
18982;EGALET CORP;Egalet Corporation;EGALCU
19000;MARCUS & MILLICHAP INC;Marcus & Millichap Inc.;MRCMLL
19025;RECRO PHARMA INC;Recro Pharma Inc.;RECRPH
19044;VARONIS SYSTEMS INC;Varonis Systems Inc;VRNSSI
19057;M B T FINANCIAL CORP;;
19094;N B T BANCORP INC;;
19116;IGNYTA INC;Ignyta Inc.;NTYOIL
19129;HALLADOR ENERGY CO;;
19143;KINDRED BIOSCIENCES INC;Kindred Biosciences Inc.;KIBIOI
19149;ULTRAGENYX PHARMACEUTICALS INC;;
19150;OLD SECOND BANCORP INC;Old Second Bancorp Inc;OLDSB
19154;CARA THERAPEUTICS INC;Cara Therapeutics Inc;CTHEIN
19171;R S P PERMIAN INC;;
19172;A MARK PRECIOUS METALS INC;A-Mark Precious Metals Inc;AMKPM
19175;VINCE HOLDING CORP;Vince Holding Corp.;APPHCZ
19209;NORTHERN TECHNOLOGIES INTL CORP;Northern Technologies International Corp;NONISC
19262;COMMUNITY TRUST BANCORP INC;Community Trust Bancorp Inc;PIKEN
19274;INOGEN INC;Inogen Inc.;INOGEI
19296;CHENIERE ENERGY PTNRS LP HLDGS;;
19305;PREFORMED LINE PRODUCTS CO;Preformed Line Products Co;PRFLIN
19318;PARK NATIONAL CORP;Park National Corp;PKNB
19352;CARE COM INC;Care.com Inc.;IEMMOW
19355;SIMMONS 1ST NATIONAL CORP;;
19377;RICE ENERGY INC;EQT Corp;EQT
19391;MALIBU BOATS INC;Malibu Boats Inc.;MALBWI
19398;DENNYS CORP;;
19402;G III APPAREL GROUP INC;;
19412;INTRA CELLULAR THERAPIES INC;Intra-Cellular Therapies Inc.;ICELTI
19425;GENOCEA BIOSCIENCES INC;Genocea Biosciences Inc.;GNCBIN
19428;GREAT SOUTHERN BANCORP INC;Great Southern Bancorp;GRSOBK
19433;PANHANDLE OIL & GAS INC;Panhandle Oil & Gas Inc.;PANHAN
19442;CONTINENTAL BUILDING PRODS INC;;
19458;ELEVEN BIOTHERAPEUTICS INC;Sesen Bio Inc;ELVNBI
19470;DICERNA PHARMACEUTICALS INC;Dicerna Pharmaceuticals Inc;DICPHI
19471;REVANCE THERAPEUTICS INC;Revance Therapeutics, Inc.;RVNCTI
19507;OUTFRONT MEDIA INC;Outfront Media Inc.;TDINC
19511;FLEXION THERAPEUTICS INC;Flexion Therapeutics Inc.;FTHRPT
19516;INSTALLED BUILDING PRODUCTS INC;Installed Building Products Inc.;INSBPI
19517;ONE GAS INC;ONE Gas Inc;ONGKI
19518;KNOWLES CORP;Chemtura Corporation;CRAK
19534;CONCERT PHARMACEUTICALS INC;Concert Pharmaceuticals, Inc.;CNCRPH
19570;S & T BANCORP INC;S&T Bancorp Inc;STBANC
19574;NEW MEDIA INVESTMENT GROUP INC;New Media Investment Group, Inc.;NMINGI
19580;TIME INC NEW;;
19581;LANDS END INC;Lands' End Inc;LANDE
19647;LENDINGCLUB CORPORATION;;
19649;SABRE CORP;;
19713;UNION FIRST BAMKSHARES CORP;;
19717;AQUINOX PHARMACEUTICALS INC;Aquinox Pharmaceuticals Inc.;AQNXPI
19718;ACHAOGEN INC;Achaogen, Inc.;ACHAOG
19730;PAYLOCITY HOLDING CORP;;
19752;C M FINANCE INC;;
19753;RUBICON PROJECT INC;The Rubicon Project, Inc.;RBCNPR
19757;DIPEXIUM PHARMACEUTICALS INC;PLx Pharma Inc.;DPXIUM
19773;CASTLIGHT HEALTH INC;Castlight Health Inc.;VENHSI
19784;EAGLE PHARMACEUTICALS INC;Eagle Pharmaceuticals Inc.;EAGPHR
19800;LA QUINTA HOLDINGS INC;La Quinta Holdings Inc.;MTRUS
19817;UNIVEST CORP OF PENNSYLVANIA;Univest Financial Corp.;PENSAV
19832;VERSARTIS INC;Aravive Inc;XRDKEJ
19843;SMART & FINAL STORES INC;Smart & Final Stores Inc.;SMAFIN
19849;A10 NETWORKS INC;A10 Networks Inc.;ATENTW
19858;VERITIV CORP;Veritiv Corp.;XPAAGS
19859;AKEBIA THERAPEUTICS INC;Akebia Therapeutics Inc.;AKEBTI
19873;WASHINGTON TRUST BANCORP INC;Washington Trust Bancorp Inc;WSHTRB
19877;Q 2 HOLDINGS INC;;
19881;2 U INC;;
19898;AEROHIVE NETWORKS INC;Aerohive Networks Inc;ARHVNI
19906;GRUBHUB INC;GrubHub Inc.;GRUBHU
19908;FIVE 9 INC;;
19912;CORIUM INTERNATIONAL INC;Corium International Inc;CRMIIU
19927;MOELIS & CO;Moelis & Company LLC;MOELAC
19935;ENLINK MIDSTREAM LLC;EnLink Midstream LLC;ENLMID
19967;APPLIED GENETIC TECHNOLOGIES COR;;
19977;ENERGOUS CORP;;
19989;AMBER ROAD INC;Amber Road, Inc.;MANDYN
20003;K 2 M GROUP HOLIDINGS;;
20010;AGILE THERAPEUTICS INC;Agile Therapeutics Inc;AGILTH
20011;TIMKENSTEEL CORP;Thermo Fisher Scientific Inc.;THRMEL
20018;ALDEYRA THERAPEUTICS INC;Aldeyra Therapeutics, Inc.;VBKHLJ
20019;C V B FINANCIAL CORP;;
20033;ALDER BIOPHARMACEUTICALS INC;Alder Biopharmaceuticals, Inc.;ABPHRI
20040;SCYNEXIS INC;SCYNEXIS Inc;SCYNXS
20042;ADAMAS PHARMACEUTICALS INC;Adamas Pharmaceuticals Inc.;NRMLCP
20089;SERVICEMASTER GLOBAL HOLDINGS IN;;
20090;TUBEMOGUL INC;TubeMogul Inc.;TUBEMO
20105;F S INVESTMENT CORP;;
20109;CAPITAL CITY BANK GROUP;Capital City Bank Group Inc;CCBG
20113;ZOES KITCHEN INC;CAVA Group Inc.;DHGLRU
20115;PHIBRO ANIMAL HEALTH CORP;Phibro Animal Health Corp;PHIBCH
20116;PAYCOM SOFTWARE INC;Paycom Software Inc;CJWPHQ
20126;ADVANCED DRAINAGE SYSTEMS INC;Advanced Drainage Systems, Inc.;ADVDRA
20185;SCOTTS MIRACLE GRO CO;Scotts Miracle-Gro Co;SCTSCO
20204;ICONIX BRAND GROUP INC;Iconix Brand Group Inc;MILLF
20225;MINERVA NEUROSCIENCES INC;Minerva Neurosciences Inc.;RMVPQH
20228;CATALENT INC;Catalent, Inc.;CHFZTI
20229;ZENDESK INC;Zendesk Inc.;ZNDSK
20232;KEYSIGHT TECHNOLOGIES INC;Agilent Technologies Inc;AGLTCH
20235;NOW INC;NOW Inc.;HRPQNN
20277;OPUS BANK;Opus Bank;BCNBNK
20298;PARSLEY ENERGY INC;Parsley Energy Inc.;PSYNGY
20330;MOBILEIRON INC;MobileIron Inc.;MBLRIU
20407;PAPA MURPHYS HOLDINGS INC;Papa Murphy’s Holdings, Inc.;PAPMRP
20422;HERITAGE INSURANCE HOLDINGS INC;Heritage Insurance Holdings Inc.;JUQSUI
20423;CAESARS ENTERTAINMENT CORP;Caesars Entertainment Corp.;PRMUS
20430;S L M CORP;;
20502;RAYONIER ADVANCED MATERIALS INC;Rayonier Advanced Materials Inc;BLOCYB
20540;TRUECAR INC;TrueCar Inc.;CJHGVP
20548;CABOT OIL & GAS CORP;Cabot Oil & Gas Corp;CBOTOL
20567;MARINUS PHARMACEUTICALS INC;Marinus Pharmaceuticals Inc.;MRNPHI
20628;INVESTAR HOLDING CORP;;
20643;KITE PHARMA INC;Kite Pharma Inc;KTPHI
20644;GOPRO INC;GoPro, Inc;GOPROZ
20645;ARDELYX INC;Ardelyx Inc;ARDELY
20653;DENBURY RESOURCES INC;Denbury Resources Inc;NWSCOP
20659;AMPHASTAR PHARMACEUTICALS INC;Amphastar Pharmaceuticals, Inc.;AMPPHI
20661;VECTRUS INC;Vectrus, Inc.;EXLSMI
20677;FIRST FOUNDATION INC;First Foundation Inc;KFNNCG
20686;SYNCHRONY FINANCIAL;Synchrony Financial;PTWAGK
20692;KIMBALL ELECTRONICS INC;Kimball Electronics Inc;KIMBEG
20693;NORTHSTAR ASSET MANAGEMENT GROUP;Colony Capital Inc;NSASSZ
20739;TERRAFORM POWER INC;TerraForm Power Inc;TQRFFP
20740;SPARK ENERCY INC;;
20742;ZAFGEN INC;Zafgen Inc.;ZAFGEN
20748;ARISTA NETWORKS INC;Arista Networks Inc.;VHCTWQ
20779;CISCO SYSTEMS INC;Cisco Systems Inc;CISCOS
20798;PFENEX INC;Pfenex Inc.;PFNXI
20823;HEALTHEQUITY INC;HealthEquity Inc;HEQTY
20884;IMPRIVATA INC;Imprivata Inc;IMPRIV
20904;HOLOGIC INC;Hologic Inc;HOLGIN
20913;BLUE HILLS BANCORP INC;Blue Hills Bancorp, Inc.;BHBCRP
20935;TRUPANION INC;Trupanion, Inc.;TRUPAN
20943;SAGE THERAPEUTICS INC;SAGE Therapeutics Inc.;SGTHRP
20945;IRADIMED CORP;IRadimed Corp.;IRDMDC
21006;INTERSECT E N T INC;;
21008;IMMUNE DESIGN CORP;Immune Design Corp.;MMNDEZ
21012;ATARA BIOTHERAPEUTICS INC;Atara Biotherapeutics Inc.;ATABIO
21015;OCULAR THERAPEUTIX INC;Oasis Petroleum Inc.;OSSPET
21016;LOXO ONCOLOGY INC;Loxo Oncology Inc.;LOXONI
21033;T2 BIOSYSTEMS INC;T2 Biosystems Inc.;TTWXBI
21047;DIPLOMAT PHARMACY INC;DowDuPont Inc.;DUPNT
21079;STATE NATIONAL COMPANIES INC;State National Companies Inc;PKCZEB
21124;EL POLLO LOCO HOLDINGS INC;El Pollo Loco Holdings Inc.;ELPLOC
21138;RIGHTSIDE GROUP LTD;Rightside Group Ltd.;RGHGLM
21145;OTONOMY INC;Otonomy Inc.;OTONOM
21165;INDEPENDENCE CONTRACT DRILLING;Independence Contract Drilling Inc.;ICDRII
21237;TETRA TECHNOLOGIES INC;Tetra Technologies Inc;TETRAT
21238;VICOR CORPORATION;Vicor Corporation;VICCRP
21261;VIRGIN AMERICA INC;Virgin America Inc.;VRGNAI
21326;GREEN BANCORP INC;Green Bancorp Inc.;GREEBI
21352;HALYARD HEALTH INC;Avanos Medical Inc.;HALYHI
21362;TOKAI PHARMACEUTICALS INC;Novus Therapeutics Inc.;TOKPHI
21422;VITAE PHARMACEUTICALS INC;Allergan PLC;WTSNPH
21429;GRANITE CONSTRUCTION INC;Granite Construction Inc;GRACON
21433;ZAYO GROUP HOLDINGS INC;Zayo Group Inc;ZABAYO
21440;LANDSTAR SYSTEM INC;Landstar System Inc;LNDSYS
21487;B E AEROSPACE INC;B/E Aerospace Inc;BEAVIC
21496;ORBITAL SCIENCES CORP;Orbital Sciences Corp;ORBSCI
21503;KEMPER CORP DE;;
21540;WAYFAIR INC;Wayfair Inc.;CSNSI
21542;AAON INC;Aaon Inc;AAONI
21547;MEDLEY MANAGEMENT INC;Medley Management Inc.;MDLYMG
21616;GREAT WESTERN BANCORP INC;;
21617;DERMIRA INC;Dermira Inc.;TBDJDQ
21626;VIVINT SOLAR INC;Vivint Solar Inc.;VVSLRI
21633;VERITEX HOLDINGS INC;Veritex Holdings Inc;VERIHO
21696;FIFTH STREET ASSET MANAGEMENT;Fifth Street Asset Management Inc;KUBLQK
21739;PRA HEALTH SCIENCES INC;PRA Health Sciences Inc.;PRAINT
21743;N V E CORP;;
21761;C D K GLOBAL INC;;
21777;MERIT MEDICAL SYSTEMS INC;Merit Medical Systems Inc;MERTMD
21798;FRESHPET INC;Consolidated Communications Holdings Inc;CCIHI
21802;PROTEON THERAPEUTICS INC;Proteon Therapeutics Inc.;PRTTHL
21808;ELDORADO RESORTS INC;Eldorado Resorts Inc.;EXCHLD
21815;TRIUMPH BANCORP INC;Triumph Bancorp, Inc;EQUBAN
21825;CITIZENS FINANCIAL GROUP INC;Citizens Financial Group Inc.;CSBRI
21828;ANN INC;Ann Inc;TAYANN
21841;COHERUS BIOSCIENCES INC;Coherus BioSciences Inc.;COHBII
21847;HUBSPOT INC;HubSpot Inc.;HUBSPO
21898;BOOT BARN HOLDINGS INC;Boot Barn Holdings Inc;BTOOBR
21901;FIBROGEN INC;FibroGen Inc;FIBROG
21904;UNIVERSAL DISPLAY CORP;Universal Display Corp;UNDSCO
21916;NEVRO CORP;Nevro Corp.;NEVROC
21983;HABIT RESTAURANTS INC;The Habit Restaurants, Inc.;YMRFXV
22000;WORKIVA INC;Workiva Inc.;WBFLNL
22037;SIENTRA INC;Sientra Inc.;WUGWWV
22039;INC RESEARCH HOLDINGS INC;Syneos Health Inc;INCRSH
22040;UPLAND SOFTWARE INC;Upland Software Inc.;POWST
22053;CONTANGO OIL AND GAS COMPANY;;
22086;INTERNATIONAL BANCSHARES CORP;International Bancshares Corp;INTBCS
22165;ON DECK CAPITAL INC;OnDeck Capital Inc.;ODECKC
22178;HORTONWORKS INC;Hortonworks Inc.;HRTNWR
22182;NEW RELIC INC;New Relic Inc;NWRLI
22207;TRUEBLUE INC;TrueBlue Inc;LARDY
22230;JUNO THERAPEUTICS INC;Juno Therapeutics Inc;JUNOTH
22258;BELLICUM PHARMACEUTICALS INC;Bellicum Pharmaceuticals, Inc.;BELPH
22260;H C A HOLDINGS INC;;
22325;XILINX INC;Xilinx Inc;XILN
22343;K L X INC;;
22447;PAR PETROLEUM CORP;;
22632;LANNETT INC;;
22671;EARTHSTONE ENERGY INC;Earthstone Energy Inc.;BSICS
22717;S Y BANCORP INC;Stock Yards Bancorp Inc;SYBANI
22815;TRIMBLE NAVIGATION LTD;Trimble Inc;TRMBL
23002;COMSTOCK RESOURCES INC;Comstock Resources, Inc;COMOCK
23027;EXPONENT INC;Exponent Inc;FLRGP
23083;ENERGIZER HOLDINGS INC;Energizer Holdings Inc;ENRGHD
23084;BENCHMARK ELECTRONICS INC;Benchmark Electronics, Inc.;BCHMK
23107;FIRSTBANK CORP;Firstbank Corporation;FBNKAL
23111;MAINSOURCE FINANCIAL GROUP INC;MainSource Financial Group Inc;IUB
23195;MATRIX SERVICE CO;Matrix Service Company;MTRSER
23224;E S C O TECHNOLOGIES INC;;
23252;ETHAN ALLEN INTERIORS INC;Ethan Allen Interiors Inc;GMHC
23450;NORTHRIM BANCORP INC;Northrim Bancorp Inc;NRTRIM
23485;COVANTA HOLDING CORP;Covanta Holding Corp;MEQ
23500;CATHAY GENERAL BANCORP;Cathay General Bancorp;CATHB
23587;HAYNES INTERNATIONAL INC;Haynes International Inc;HAYINT
23627;LIFE TECHNOLOGIES CORP;;
23697;SONIC CORP;Sonic Corp;SONCC
23714;COMMUNITY HEALTH SYS INC NEW;;
23753;DORMAN PRODUCTS INC;Dorman Products Inc.;RBINC
23767;ATMEL CORP;Atmel Corporation;ATML
23768;P I C O HOLDINGS INC;;
23809;AUTOZONE INC;AutoZone Inc;ATZONE
23812;REGENERON PHARMACEUTICALS INC;Regeneron Pharmaceuticals Inc;REGPH
23821;GANNETT CO INC;Gannett Co Inc;GANINC
23943;P M C SIERRA INC;;
23978;UNITED STATES STEEL CORP NEW;;
24021;HAEMONETICS CORP MASS;;
24032;JONES GROUP INC;Nine West Holdings, Inc.;JONAP
24096;CHEROKEE INC DEL NEW;Cherokee Inc;CHKEE
24099;LIFETIME BRANDS INC;Lifetime Brands Inc;LIFHN
24113;PANERA BREAD CO;Panera Bread Co;AUBONP
24157;FIRST CASH FINANCIAL SVCS INC;;
24171;D S W INC;;
24197;I D E X X LABORATORIES INC;;
24216;A E S CORP;;
24225;CORVEL CORP;CorVel Corporation ;FOTISC
24232;HANCOCK HOLDING CO;;
24233;STATE AUTO FINANCIAL CORP;;
24287;AMBAC FINANCIAL GROUP INC;AMBAC Financial Group Inc;AMBAIC
24291;DINEEQUITY INC;;
24293;KAISER ALUMINUM CORP;Kaiser Aluminum Corp;KAISAL
24316;MONSTER BEVERAGE CORP;Monster Beverage Corp.;FSPSI
24344;VERTEX PHARMACEUTICALS INC;Vertex Pharmaceuticals Inc;VERPHA
24350;MONRO MUFFLER BRAKE INC;Monro Inc;MONRMB
24352;PROGRESS SOFTWARE CORP;Progress Software Corporation;DLANG
24379;M G I C INVESTMENT CORP WIS;;
24405;ZEBRA TECHNOLOGIES CORP;Zebra Technologies Corporation;ZEBTCH
24430;EZCORP INC;EZcorp Inc;EZCOIN
24440;PROASSURANCE CORP;;
24447;B O K FINANCIAL CORP;;
24463;NATIONAL BEVERAGE CORP;National Beverage Corp;NATBEV
24466;IBERIABANK CORP;IBERIABANK Corp;ISBFIN
24468;BIOGEN IDEC INC;Biogen Inc.;IDECPH
24481;MADISON SQUARE GARDEN CO;Madison Square Garden Co.;EHUQUS
24483;BON TON STORES INC;Bon-Ton Stores Inc;BONTON
24539;V C A ANTECH INC;;
24544;LYON WILLIAM HOMES;William Lyon Homes Inc;PRECOS
24617;OLD DOMINION FREIGHT LINE INC;Old Dominion Freight Line Inc;OLDDOM
24678;HORACE MANN EDUCATORS CORP NEW;;
24708;ATLANTIC TELE NETWORK INC;ATN International Inc.;ATTENK
24710;BIOSPECIFICS TECHNOLOGIES CORP;BioSpecifics Technologies Corp.;BIOST
24720;WABASH NATIONAL CORP;Wabash National Corp;WBNAT
24725;WORLD ACCEPTANCE CORP;World Acceptance Corp;WLDACC
24750;WISDOMTREE INVESTMENTS INC;WisdomTree Investments Inc;FINDYS
24755;SANFILIPPO JOHN B & SON;John B San Filippo & Son;SANFIJ
24783;TETRA TECH INC;Tetra Tech, Inc.;TTECHI
24800;QUALCOMM INC;;
24810;ENBRIDGE ENERGY PARTNERS LP;Enbridge Energy Partners LP;LKPIPE
24853;SPECTRANETICS CORP;;
24856;GILEAD SCIENCES INC;Gilead Sciences Inc;GILSCI
24878;P D L BIOPHARMA INC;;
24888;ABAXIS INC;Abaxis Inc;ABAXS
24890;MISONIX INC;Misonix Inc;MDSNC
24893;WHOLE FOODS MARKET INC;Whole Foods Market Inc;WHOFOO
24922;POWERSECURE INTERNATIONAL INC;PowerSecure International Inc. ;MARCUS
24925;ROPER INDUSTRIES INC NEW;;
24975;SYNOPSYS INC;Synopsys Inc;SYNOPS
24978;CALLAWAY GOLF CO;;
25030;VIRTUS INVESTMENT PARTNERS INC;Virtus Investment Partners, Inc.;DFPHLP
25047;SCICLONE PHARMACEUTICALS INC;Sciclone Pharmaceuticals Inc;SCIPHA
25056;TIME WARNER INC NEW;;
25069;U S A TRUCK INC;;
25110;I C U MEDICAL INC;;
25119;MOHAWK INDUSTRIES INC;Mohawk Industries Inc;MOHIN
25124;PRAXAIR INC;Praxair Inc;PRAXA
25130;N C I BUILDING SYSTEMS INC;;
25138;ASURE SOFTWARE INC;Asure Software Inc;VDTLM
25173;RENASANT CORP;Renasant Corp.;PEPHLC
25180;A G C O CORP;;
25186;STEIN MART INC;Stein Mart, Inc;STEMAR
25201;CASS INFORMATION SYSTEMS INC;Cass Information Systems Inc;CASSCM
25234;BUCKLE INC;Buckle Inc;BCKLIN
25279;BOSTON SCIENTIFIC CORP;;
25283;KOHLS CORP;Kohl's Corp;KOHLDP
25313;STERIS CORP;;
25314;ISLE OF CAPRI CASINOS INC;Isle of Capri Casinos, Inc;CSNAM
25318;U S PHYSICAL THERAPY INC;US Physical Therapy Inc;USPHYT
25320;DATAWATCH CORP;Datawatch Corp;DTAWCH
25331;FRANKLIN COVEY CO;Franklin Covey Co;FRANKQ
25338;BED BATH & BEYOND INC;Bed Bath & Beyond Inc;BEDBAB
25339;CREDIT ACCEPTANCE CORP;Credit Acceptance Corp;CRDYES
25340;D R HORTON INC;D.R. Horton, Inc.;DRHRTN
25356;EXPRESS SCRIPTS HOLDING CO;Express Scripts Holding Co;EXPSCR
25357;FINISH LINE INC;Finish Line Inc;FINISL
25376;COLUMBIA BANKING SYSTEM INC;Columbia Banking System Inc;COBSYS
25389;GRAPHIC PACKAGING HOLDING CO;Graphic Packaging Holding Co.;RIVHOL
25405;GENERAL CABLE CORP DEL NEW;;
25434;STARBUCKS CORP;Starbucks Corporation;SBCOFF
25462;STRATUS PROPERTIES INC;Stratus Properties Inc;FMPO
25481;NATIONAL BANKSHARES INC;National Bankshares Inc (Virginia);NTBCVA
25495;DYNEGY INC DEL;;
25509;SUPERIOR ENERGY SERVICES INC;Superior Energy Services Inc;SMOILS
25572;ENCORE WIRE CORP;Encore Wire Corp;ENCWIR
25632;KENNEDY WILSON HOLDINGS INC;Kennedy-Wilson Holdings Inc.;PRSACQ
25676;PERCEPTRON INC;Perceptron Inc;PCTRON
25680;LAYNE CHRISTENSEN CO;Layne Christensen Co;LAYNIN
25726;C P I AEROSTRUCTURES INC;;
25737;CHEESECAKE FACTORY INC;Cheesecake Factory Inc;CHEFAC
25747;LITTELFUSE INC;Littelfuse Inc;LITTFU
25749;ON ASSIGNMENT INC;ASGN Inc;ONASS
25774;ELECTRONICS FOR IMAGING INC;Electronics for Imaging Inc;ELEIMG
25852;CONSUMER PORTFOLIO SVCS INC;;
25870;MINERALS TECHNOLOGIES INC;Minerals Technologies Inc;MINRLT
25880;PATTERSON COMPANIES INC;Patterson Cos. Inc;PATDET
25895;RADIAN GROUP INC;Radian Group Inc;CMACF
25906;QUESTCOR PHARMACEUTICALS INC;Questcor Pharmaceuticals Inc;NEUROT
25918;ZOLTEK COMPANIES INC;Toray Industries Incorporated;TRYIN
25922;KADANT INC;Kadant Inc;THMFIB
25937;LIGAND PHARMACEUTICALS INC;Ligand Pharmaceuticals Inc;LGNDPH
25964;CHART INDUSTRIES INC;Chart Industries Inc.;CHRTI
26011;COMPUWARE CORP;Compuware Corporation;CMPWRE
26012;BLACK BOX CORP DEL;;
26013;S M ENERGY CO;;
26016;UNIVERSAL INSURANCE HOLDINGS INC;Universal Insurance Holdings Inc;UNIHGH
26021;SEACOR HOLDINGS INC;SEACOR Holdings Inc;SEACOR
26037;H M S HOLDINGS CORP;;
26069;GULFPORT ENERGY CORP;Gulfport Energy Corp;WRTEN
26071;FIRST COMMUNITY BANCSHARES INC;First Community Bancshares Inc;FCFTIN
26144;HOME FEDERAL BANCORP INC MD;;
26753;GLOBE SPECIALTY METALS INC;Ferroglobe PLC;IMEIZ
27199;VAALCO ENERGY INC;Vaalco Energy Inc;GAOV
27638;ALCOA INC;Arconic Inc.;ALMAM
27760;NAUTILUS INC;Nautilus Inc.;BEDSFT
27776;ROCKY BRANDS INC;Rocky Brands Inc.;RCKYSB
27786;CHESAPEAKE ENERGY CORP;Chesapeake Energy Corp;CHSPKE
27790;SAGA COMMUNICATIONS INC;Saga Communications Inc;SAGCUS
27794;CREE INC;Cree Inc;CRRSCH
27823;CRYOLIFE INC;CryoLife Inc;CRYOL
27828;UNIVERSAL ELECTRONICS INC;Universal Electronics Inc;UNIELE
27845;ALLERGAN INC;Allergan Inc;ALLGOP
27886;UNITED BANCORP INC OH;;
27914;HUMANA INC;Humana Inc;HMANA
27925;AVID TECHNOLOGY INC;Avid Technology Inc;AVIDTC
27928;INTUIT INC;Intuit Inc;ITUIT
27932;HALLMARK FINANCIAL SERVICES INC;Hallmark Financial Services Inc;ACOPT
27936;DESTINATION MATERNITY CORP;;
27938;SHOE CARNIVAL INC IN;;
27945;COINSTAR INC;Outerwall Inc;COINST
27960;ALAMO GROUP INC;Alamo Group Inc;ALAMG
27965;MICROCHIP TECHNOLOGY INC;Microchip Technology Inc;MICCHP
27980;JARDEN CORP;;
27981;CHICOS FAS INC;Chico's FAS Inc;CHIFA
27988;REPROS THERAPEUTICS INC;Repros Therapeutics Inc;ZNGINC
28022;BANCFIRST CORP;;
28034;CHUBB CORP;Chubb Corp;CHBBCO
28084;COUPONS COM INC;;
28118;FOSSIL INC;;
28139;SANMINA SCI CORP;Sanmina Corporation;SNMINA
28152;MIDSOUTH BANCORP INC;Midsouth Bancorp Inc;MIDBAN
